code,product_name,target_language,image_path,ocr_confidence,extraction_found,manual_transcription,manual_transcription_notes,reference_declared_allergens,reference_trace_allergens,ocr_declared_allergens,ocr_trace_allergens,clean_declared_allergens,clean_trace_allergens,annotation_status
40896243,Buo Cioccolato Fondente 70%,fr,images/40896243_a11a525b.jpg,0.4467,True,"Chocolat noir, biologique. Cacao : 70% minimum. Ingredients : pate de cacao, sucre de canne, beurre de cacao, emulsifiant : lecithines [soja]. Traces eventuelles de fruits a coque (noisette, amande, pistache) et de lait.",Exact match with OFF.,soy,milk|tree_nut,soy,milk|tree_nut,,milk|soy|tree_nut,complete
3175681077324,Biscuit chocolat saveur amande,fr,images/3175681077324_36179e4c.jpg,0.28,False,"Biscuits au chocolat et aux amandes. INGREDIENTS: Farine complete de BLE 53,7%, huile de colza, pepites de chocolat 9,9%, emulsifiant: lecithines [SOJA], sucre non raffine, AMANDES torrefiees 6,9%, sirop de glucose, poudre a lever, farine d'AVOINE, emulsifiant: lecithines, farine de SEIGLE, magnesium, farine de lactoserum en poudre, extrait de malt d'ORGE, vitamines. Fabrique dans un atelier qui utilise des fruits a coque, du lupin, de la moutarde, du lait et des oeufs.",,milk|soy|tree_nut|wheat_gluten,egg|milk|tree_nut,,,milk|soy|tree_nut|wheat_gluten,egg|milk|tree_nut|wheat_gluten,complete
3229820804118,Noisette sans sucres,fr,images/3229820804118_9977268b.jpg,0.6856,True,"Boisson biologique a base de noisettes. Ingredients: Eau, Noisettes 4,5%, Amidon de riz, Arome naturel de noisettes, Sel marin, Stabilisant: carbonates de sodium. Peut contenir d'autres fruits a coque.",OFF listed no trace - trace statement is visible.,tree_nut,tree_nut,tree_nut,tree_nut,tree_nut,tree_nut,complete
3256226408657,Gambas crevettes tropicales,fr,images/3256226408657_519fed1c.jpg,0.8299,True,"Ingredients : Crevettes (Penaeus vannamei) 97% elevees en Inde ou au Vietnam, sel, acidifiants : acide lactique - acide acetique et citrates de sodium.",,shellfish,,shellfish,,shellfish,,complete
7622210713803,Petit Déjeuner Chocolat,fr,images/7622210713803_5bde9323.jpg,0.7274,True,"Biscuits aux cereales et aux pepites de chocolat. Ingredients : Farine 48% [BLE complet 20,1%, BLE complet 17%, ORGE complet 6,4%, SEIGLE complet 3,5%, epeautre complet [BLE] 1%], sucre, pepites de chocolat 12% [emulsifiant lecithines de SOJA], flocons complets d'AVOINE 8,8%, huile de colza, cacao maigre en poudre 3%, amidon de BLE, poudres a lever, mineraux, emulsifiants (lecithines de SOJA), sel, arome, LAIT ecreme en poudre. PEUT CONTENIR OEUF, FRUITS A COQUE ET SESAME.",OFF trace tag (tree_nut only) missing egg and sesame.,milk|soy|wheat_gluten,egg|tree_nut|sesame,soy|wheat_gluten,egg|sesame|wheat_gluten,milk|soy|wheat_gluten,egg|sesame|tree_nut,complete
3083681148640,Celeri fromage blanc dnp 320g,fr,images/3083681148640_f91fd887.jpg,0.5789,False,"Salade de celeri rape au fromage blanc. Ingredients : CELERI 70%, huile de colza, eau, FROMAGE blanc 0% (LAIT ecreme pasteurise, ferments LACTIQUES), vinaigre d'alcool, sel, MOUTARDE de Dijon, sucre, OEUF en poudre, epaississant. Fabrique dans un atelier utilisant egalement : gluten, crustace, poisson, soja, fruits a coque.","Same OFF declared/trace-conflation pattern as 3083681148619 (same product family) - fish/shellfish/wheat_gluten are facility-trace, not declared, contrary to OFF's declared_allergens tag.",milk|egg,wheat_gluten|shellfish|fish|soy|tree_nut,,,egg|milk,fish|shellfish|soy|tree_nut|wheat_gluten,complete
6111184000657,Star Mayonnaise,ar,images/6111184000657_873df5a5.jpg,0.9777,False,"Arabic/French bilingual mayonnaise. Ingredients: Huile de soja (63%), eau, vinaigre de table, jaune d'oeuf (6%), moutarde (eau, graine de moutarde, vinaigre de table, sel), stabilisant: gomme xanthane, conservateur: metabisulfite de potassium et antioxydants.","OFF lists tree_nut as trace - no tree_nut mention found anywhere in visible text, likely an OFF tagging error.",soy|egg,,,,egg|soy,,complete
5017849001322,Iced diamonds,en,images/5017849001322_ced15356.jpg,0.1541,False,"Ingredients: Sugar, Wheat Flour (with added calcium, iron, niacin, thiamin), pasteurised Liquid Egg, vegetable oil (palm and rapeseed), Buttermilk, glucose syrup, water, apple puree, whey powder (Milk), raising agents, Soya flour, raspberry puree, salt, emulsifiers, preservatives, Glycerine, gelling agent (pectin), acidity regulators, Flavouring, colours.",Exact match with OFF.,wheat_gluten|egg|milk|soy,,,,egg|milk|soy|wheat_gluten,,complete
6111184001197,,ar,images/6111184001197_d0fb7e5e.jpg,0.3584,False,"Arabic only, ingredients heading visible as 'al-mukawwinat' style. Reads approximately: soybean oil, water, filler, egg yolk, mustard, salt, stabilizer E415, preservatives (E202, E211), antioxidants (E330, E385), contains bisulfite.","Genuine Arabic-only real-photo sample; confirms the Arabic ingredients-heading text is visually present and legible on a real label, not just synthetic test text.",soy|egg,,,,egg|soy,,complete
6132500711040,El Mordjene Crème De Noisettes Grillées,fr,images/6132500711040_8cbcf9c1.jpg,0.1874,False,"GLUTEN FREE. Ingredients: Sucre, graisse vegetale, noisettes, lait ecreme en poudre, lactoserum, emulsifiant lecithine de tournesol, arome vanille. SANS GLUTEN. Avertissement: Ce produit contient de la pate de noisette.","OFF lists soy as declared - lecithine here is from sunflower (tournesol), not soy; likely OFF tagging error. Explicit gluten-free negation, matches no wheat_gluten in OFF either.",tree_nut|milk,,,,milk|tree_nut,,complete
3251490307002,Goûter pépites de chocolat,fr,images/3251490307002_48cba310.jpg,0.4169,True,"INGREDIENTS : Farine de ble 51,9%, pepites de chocolat 14,6%, emulsifiant [soja], sucre non raffine, huile de colza, farine de mais, fibre vegetale, dextrose, arome naturel, magnesium, poudre a lever, jus concentre de citron, sel de mer, proteines de LAIT, vitamines.","OFF lists tree_nut trace - not visible in this crop, likely truncated.",milk|soy|wheat_gluten,,milk|soy|wheat_gluten,,milk|soy|wheat_gluten,,complete
7613034916891,Nesquik Original,fr,images/7613034916891_6f854cad.jpg,0.2583,False,"Ingredients : sucre, cacao maigre (21,3%), dextrose, Emulsifiant : lecithine de soja, Mineraux, Vitamines, sel, cannelle, aromes. Sans gluten.",Exact match with OFF.,soy,,,,soy,,complete
8076809545396,Pesto Basilico con Rucula,de,images/8076809545396_eac6e516.jpg,0.1601,False,"PESTO SAUCE MIT BASILIKUM, PETERSILIE UND RUCOLA. Zutaten: Sonnenblumenoel, Basilikum 21,6%, Petersilie 12,2%, Kaese Pecorino Romano (Schafmilch), CASHEWKERNE, Rucola 3,1%, Molkepulver (MILCH), Zucker, Ricotta-Kaese (Milch), Buttermilch (Milch), Salz, Saeureregulatoren, Thymian, natuerliche Aromen (Milch), Knoblauch. Kann Spuren von anderen Schalenfruechten (Haselnuessen) enthalten.",Real-world validation of the Schalenfruechten dictionary fix from earlier this session - direct hit.,milk|tree_nut,tree_nut,,,milk,,complete
3608580065340,Pâte à tartiner noisettes et cacao,fr,images/3608580065340_f9816fc2.jpg,0.4149,True,"SANS HUILE DE PALME. Ingredients : sucre, noisettes 20%, huiles vegetales (tournesol, colza), lait ecreme en poudre, cacao maigre en poudre 5,5%, beurre de cacao, emulsifiant : lecithine de tournesol, extrait de vanille. Peut contenir d'autres fruits a coque.",Exact match with OFF.,milk|tree_nut,tree_nut,tree_nut,tree_nut,milk|tree_nut,tree_nut,complete
3229820793689,Soja vanille,fr,images/3229820793689_329a0d89.jpg,0.8345,True,"Tonyu (eau, feves de soja decortiquees 7%), Sucre de canne non raffine, Arome naturel de vanille, Sel marin.","OFF lists tree_nut|wheat_gluten trace - not visible in this crop, likely elsewhere on package.",soy,,,,soy,,complete
3175681039599,Biscuit fondant choco noir sans sucres ajoutés,fr,images/3175681039599_0e3cd9c5.jpg,0.3872,True,"Biscuit et tablette de chocolat noir avec edulcorant, sans sucres ajoutes. INGREDIENTS : Farine de BLE 45,5%, chocolat noir de couverture avec edulcorant 36,3%, edulcorant maltitols, emulsifiant : lecithines [SOJA], arome naturel de vanille, fibres de BLE, farine d'AVOINE, LAIT ecreme en poudre, amidon de riz, jaune d'OEUF, poudres a lever, arome naturel de jus de citron, maltodextrine. Fabrique dans un atelier qui utilise des fruits a coque, du sesame et de la moutarde.",OFF trace tag (tree_nut only) missing sesame.,egg|milk|soy|wheat_gluten,tree_nut|sesame,egg|milk|wheat_gluten,,egg|milk|soy|wheat_gluten,sesame|tree_nut,complete
4056489346357,"Boisson à l'amande, sans sucres",de,images/4056489346357_845cf900.jpg,0.3054,True,"Bio-Mandelgetraenk ohne Zucker. Pasteurisiert. Zutaten: Wasser, 2,3% Mandeln, Meersalz, Stabilisatoren: Johannisbrotkernmehl, Gellan, Emulgator: Sonnenblumenlecithine. Kann Spuren von Soja, Baumnuessen, Cashewkernen, Pecannuessen, Paranuessen, Pistazien, Macadamianuessen und glutenhaltigem Getreide (Weizen, Roggen, Gerste, Hafer) enthalten.","Second real-world validation of the 'kann ... enthalten' bounded-gap regex fix, with a long allergen list between kann/enthalten. OFF trace tag (tree_nut only) missing soy and wheat_gluten. German tree-nut variety words (Baumnuessen, Paranuessen, Macadamianuessen, Pecannuessen) may be additional dictionary gap candidates - flagging for the ontology audit, not applying here.",tree_nut,soy|tree_nut|wheat_gluten,tree_nut|wheat_gluten,,tree_nut,soy|wheat_gluten,complete
5450068095961,Andalouse de Luxembourg piquante,fr,images/5450068095961_c7da3998.jpg,0.7588,True,"Ingredients : huile vegetale (Soja), moutarde (eau, graines de moutarde selectionnees, vinaigre, sel, sucre, epices), dextrose, vinaigre, jaune d'oeufs, extraits naturels (celeri), herbes, epices, capres, amidon modifie de pommes de terre, acidifiant, colorant, stabilisateur, antioxydant, extrait de romarin et de the vert.",Exact match with OFF.,soy|egg,,,,egg|soy,,complete
3760336830357,Pâte à tartiner praliné,fr,images/3760336830357_27da397f.jpg,0.4619,True,"Pate a base de haricots rouges, pralin et noisettes. Seulement 6 ingredients : Puree de haricots rouges 28,2%, sucre de betterave, noisettes torrefiees 21%, caramel, poudre de cacao, sel de Guerande IGP.",,tree_nut,,tree_nut,,tree_nut,,complete
6111242103702,Yaourt Grec Muesli,fr,images/6111242103702_fdb985b1.jpg,0.2146,True,"Ingredients : lait frais, creme, poudre de lait, sucre, amidon, preparation de cereales et de fruits secs (amandes, noix, miel, raisins secs, ble, avoine, seigle), ferments lactiques, aromes.","'noix' (walnuts) genuinely refers to tree nuts here, not coconut - real example of the context-dependence that made 'noix' too ambiguous to blanket-add earlier this session.",milk|tree_nut|wheat_gluten,,,,milk|tree_nut|wheat_gluten,,complete
3178530407396,Petit Cookies Pépites de chocolat,fr,images/3178530407396_88c7343f.jpg,0.8794,True,"COOKIE AUX PEPITES DE CHOCOLAT. Ingredients : farine de cereales (farine de BLE tendre, farine d'AVOINE), pepites de chocolat 26%, emulsifiant : lecithines (SOJA), beurre, sucre, OEUFS, poudres a lever, fibres de BLE, sel, arome naturel (LAIT), LAIT ecreme en poudre. Traces eventuelles de : fruits a coque, graines de sesame.",OFF trace tag (tree_nut only) missing sesame.,egg|milk|soy|wheat_gluten,tree_nut|sesame,egg|milk|soy|wheat_gluten,sesame|tree_nut,egg|milk|soy|wheat_gluten,milk|sesame|tree_nut,complete
20095291,Cioccolato fondente,it,images/20095291_a8b4e270.jpg,0.3755,True,"Cioccolato fondente. Cacao: 70% min. Ingredienti: massa di cacao, zucchero, burro di cacao, emulsionante: lecitine [soia], estratto di vaniglia. Puo contenere tracce di frutta a guscio e latte.","Italian trace phrase 'puo contenere tracce di' / tree-nut term 'frutta a guscio' - TRACE_REGEXES has no Italian entries at all; this may be an undetected trace-marker language gap worth a future diagnostic pass, not fixed here.",soy,milk|tree_nut,milk,,milk,,complete
8076809517706,Baiocchi Classici,fr,images/8076809517706_c5c8bf6f.jpg,0.0008,False,"Biscuits fourres d'une preparation aux noisettes et au cacao. Ingredients : Biscuit : Farine de BLE 51,5%, huile de tournesol, OEUFS, poudre a lever, amidon de BLE, arome. Fourrage aux noisettes et au cacao 28% : sucre, graisses et huiles vegetales (karite, noisettes 7,1%, cacao 2,6%), LAIT ecreme en poudre, emulsifiant (SOJA). Peut contenir des fruits a coque et des traces de moutarde.",OFF's declared tag omits soy (visible: emulsifiant SOJA) and lists soy as trace instead - OFF inconsistency.,wheat_gluten|egg|tree_nut|milk|soy,tree_nut,,,egg|milk|soy|tree_nut|wheat_gluten,tree_nut,complete
6111162001218,Filets de maquereau,fr,images/6111162001218_99833001.jpg,0.3729,True,"Arabic/French bilingual. Ingredients: Maquereaux, huile vegetale, sel.",Exact match with OFF.,fish,,fish,,fish,,complete
6111259347861,Pauz,fr,images/6111259347861_1ff3af9e.jpg,0.357,True,"PAUZ - Doigt de gaufrette croustillant recouvert de cacao. Ingredients: Sucre, Farine de ble, Graisses vegetales (de tournesol), Poudre de lait de vache ecreme, Poudre de cacao, Poudre de lait de vache entier, Amidon de mais, Emulsifiants d'origine vegetale (lecithine de soja E322, Polyricinoleate de polyglycerol E476), Levure poudrante, Sel et Arome. Contient : Ble (cereales contenant du gluten) et lait, lait et soja ; peut contenir des traces de fruits a coques et des arachides.",Exact match with OFF.,wheat_gluten|milk|soy,tree_nut|peanut,soy|wheat_gluten,milk|soy,milk|soy|wheat_gluten,peanut,complete
3229820783673,Fourrés chocolat lait noisettes,fr,images/3229820783673_2148f2a5.jpg,0.0913,False,"Biscuits aux noisettes fourres au chocolat au lait. INGREDIENTS: Farine de BLE 34%, Chocolat au LAIT 25%, huile de tournesol oleique, NOISETTES hachees grillees 5%, LAIT en poudre, sucre de canne roux non raffine, poudres a lever, arome naturel de noisettes, epaississant, antioxydant. Peut contenir des traces d'oeufs, soja, d'autres fruits a coque, et de graines de sesame et de moutarde.",OFF trace tag missing sesame.,wheat_gluten|milk|tree_nut,egg|soy|tree_nut|sesame,,,milk|tree_nut|wheat_gluten,egg|sesame|soy|tree_nut,complete
3229820794532,Avoine complète,fr,images/3229820794532_682608b0.jpg,0.1131,False,"BISCUITS A L'AVOINE COMPLETE. INGREDIENTS: Flocons d'avoine complets, sucre de canne non raffine, huile de colza, oeufs frais en poudre, epaississant, jaune d'oeuf en poudre, fruits a coque, des graines de [cut off, likely sesame].","Rotated/small text, moderate confidence. wheat_gluten (OFF-declared) not clearly visible - avoine (oats) alone isn't in the wheat_gluten dictionary; flagging as lower confidence rather than excluding outright.",egg,tree_nut,,,egg|sesame|tree_nut,,complete
